the_geom,cartodb_id,socrata_id,on_street_name,cross_street_name,date_time,latitude,longitude,borough,zip_code,crash_count,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrian_injured,number_of_pedestrian_killed,number_of_persons_injured,number_of_persons_killed,contributing_factors,vehicle_types
0101000020E61000004AD235936F7C52C034BA83D899564440,2515746,4129647,DEAN STREET,,2019-05-11 17:25:00+00,40.67657,-73.94431,Brooklyn,11216,1,0,1,0,0,0,0,0,1,"Traffic Control Disregarded,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
0101000020E61000005FD218ADA37E52C04DF8A57EDE624440,2346669,3959009,CENTRAL PARK WEST,,2018-08-10 16:42:00+00,40.772415,-73.97874,Manhattan,,1,0,1,0,0,0,0,0,1,"Alcohol Involvement,Reaction to Uninvolved Vehicle","Garbage or Refuse,Bike"
0101000020E61000001AC05B20417E52C01E3526C45C524440,2111510,3732510,BEVERLEY ROAD,,2017-08-14 07:30:00+00,40.643456,-73.972725,Brooklyn,11218,1,0,1,0,0,0,0,0,1,"Unspecified,Unspecified",BICYCLE
0101000020E6100000A5A0DB4B1A7F52C060CD018239504440,2519529,4133718,17 AVENUE,,2019-05-15 17:38:00+00,40.626755,-73.98598,Brooklyn,,1,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction,Unspecified,Unspecified","Box Truck,Station Wagon/Sport Utility Vehicle,Bike"
0101000020E610000006483481227C52C0D80DDB16655A4440,2626917,4163168,BOERUM STREET,,2019-07-01 12:23:00+00,40.70621,-73.939606,Brooklyn,11206,1,0,1,0,0,0,0,0,1,"Unspecified,Unspecified","Concrete Mixer,Bike"
0101000020E6100000C269C18BBE7C52C0DB8AFD65F75C4440,2639716,4175814,MC GUINNESS BOULEVARD,,2019-07-23 15:51:00+00,40.7263,-73.94913,Brooklyn,11222,1,0,1,0,0,0,0,0,1,"Unspecified,Unspecified","Box Truck,Bike"
0101000020E6100000AB2688BA0F8852C06B274A4222514440,2640031,4175816,CLOVE ROAD,,2019-07-23 12:00:00+00,40.633858,-74.12596,Staten Island,10310,1,0,1,0,0,0,0,0,1,"Traffic Control Disregarded,Unspecified","Tow Truck / Wrecker,Bike"
0101000020E610000091F3FE3F4E7A52C04546072461554440,2629274,4163415,CHESTER STREET,,2019-06-27 20:59:00+00,40.667027,-73.911026,Brooklyn,11212,1,0,1,1,0,0,0,1,1,"Driver Inattention/Distraction,Traffic Control Disregarded","Station Wagon/Sport Utility Vehicle,Bike"
0101000020E6100000982F2FC03E8052C046B1DCD26A604440,2507771,4121753,11 AVENUE,,2019-04-27 18:37:00+00,40.75326,-74.00383,Manhattan,10001,1,0,1,0,0,0,0,0,1,"Oversized Vehicle,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
0101000020E61000000A2E56D4608052C0730F09DFFB534440,2643294,4179197,3 AVENUE,,2019-07-29 08:41:00+00,40.656124,-74.00591,Brooklyn,11232,1,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Bike,Tractor Truck Diesel"
0101000020E6100000E4A08499B67D52C08A05BEA25B4F4440,2650611,4188033,CONEY ISLAND AVENUE,,2019-08-11 12:27:00+00,40.619984,-73.96427,Brooklyn,11230,1,0,1,1,0,0,0,1,1,"Unsafe Speed,Unspecified,Unspecified","Sedan,Bike,Station Wagon/Sport Utility Vehicle"
,2077288,3695343,,99        EAST DRIVE,2017-06-17 09:23:00+00,,,Brooklyn,,1,0,1,0,0,0,0,0,1,Driver Inexperience,BICYCLE
0101000020E6100000261AA4E0297C52C0757286E28E594440,2665217,4198817,,805       BROADWAY,2019-09-02 06:00:00+00,40.699673,-73.940056,Brooklyn,11206,1,0,1,0,0,0,0,0,1,"Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bike"
0101000020E61000007E52EDD3F17C52C03317B83CD65E4440,2679045,4210973,BORDEN AVENUE,,2019-09-21 13:54:00+00,40.740913,-73.95226,Queens,11101,1,0,1,0,0,0,0,0,1,"Unspecified,Unspecified","Dump,Bike"
,2172279,3799402,11 AVENUE,,2017-11-28 13:49:00+00,,,Manhattan,10001,1,0,1,0,0,0,0,0,1,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","PASSENGER VEHICLE,BICYCLE"
0101000020E6100000BC3FDEAB567E52C03750E09D7C504440,2689930,4225519,SETON PLACE,,2019-10-05 10:33:00+00,40.628803,-73.97404,Brooklyn,,1,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way,Unspecified","Pick-up Truck,Bike"
0101000020E61000001899805F237D52C0CD237F30F0644440,2726123,4260442,TRANSVERSE ROAD NUMBER FOUR,,2019-12-18 07:48:00+00,40.78858,-73.955284,Manhattan,,1,0,1,0,0,0,0,0,1,"Pavement Slippery,Unspecified","Bus,Bike"
0101000020E6100000B77F65A5497F52C03FE3C281905E4440,2049598,3663662,,30        EAST 20 STREET,2017-05-04 18:00:00+00,40.738785,-73.98887,Manhattan,10003,1,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction,Unspecified,Unspecified","BICYCLE,TAXI,PASSENGER VEHICLE"
0101000020E61000008EF0AC93697D52C0BADD2637E5574440,1822535,3421181,CLASSON AVENUE,LEXINGTON AVENUE,2016-04-15 08:34:00+00,40.6866826,-73.9595689,Brooklyn,11238,1,0,1,1,0,0,0,1,1,"Driver Inattention/Distraction,Driver Inattention/Distraction","PASSENGER VEHICLE,BICYCLE"
0101000020E610000075029A081B7C52C0FE65F7E461614440,2112238,3732658,36 AVENUE,,2017-08-17 22:47:00+00,40.7608,-73.93915,Queens,11106,1,0,1,0,0,0,0,0,1,"Unsafe Speed,Unspecified","BICYCLE,PASSENGER VEHICLE"
,1990496,3482130,GERRITSEN AVENUE,,2016-07-17 20:47:00+00,,,Brooklyn,,1,0,1,3,0,0,0,3,1,"Unspecified,Unspecified,Unspecified,Unspecified","PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE"
