40.745975,-73.948074
40.709602,-73.991936
40.743513,-73.992301
40.612522,-73.81978
40.70801,-73.95673
40.72857,-73.85809
40.747317,-73.976096
40.813347,-73.958626
40.846825,-73.89705
40.586746,-73.81712
40.60438,-73.973976
40.77309,-73.91108
40.630672,-73.981895
40.67657,-73.94431
40.772415,-73.97874
40.626755,-73.98598
40.70621,-73.939606
40.7263,-73.94913
40.633858,-74.12596
40.667027,-73.911026
40.75326,-74.00383
40.656124,-74.00591
40.619984,-73.96427
40.699673,-73.940056
40.740913,-73.95226
40.628803,-73.97404
40.78858,-73.955284
40.759163,-73.988396
40.668667,-73.868324
40.6094,-73.967674
40.661163,-74.00069
40.801754,-73.93121
40.684963,-73.935455
40.74223,-73.95885
40.67611,-73.905594
40.605072,-73.92988
40.65375,-73.90166
40.844524,-73.902725
40.715823,-73.934067
40.643063,-73.95166
40.602074,-74.1672
40.812622,-73.92934
40.764896,-73.97256
40.862295,-73.815665
40.634815,-73.901276
40.756996,-73.90784
40.8252,-73.867714
40.708741,-73.991591
40.61462,-73.968666
40.8344,-73.87276
40.70113,-73.96087
40.833843,-73.94851
40.655302,-73.972092
40.809105,-73.9229
40.669655,-73.99253
40.65616,-73.76736
40.644455,-74.0183
40.784943,-73.946594
40.804695,-73.92239
40.8252,-73.867714
40.771347,-73.92285
40.678867,-73.90823
40.797306,-73.93446
40.71453,-73.9444
40.662132,-73.999275
40.814934,-73.91496
40.64433,-73.919914
40.73136,-73.98257
